ID,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
15226,Norwegian,9,6th July 2022,True,Solo Leisure,Economy Class,2022-07-01,4.0,5.0,4.0,4.0,4.0,4.0,3.0,yes
15227,Norwegian,6,4th July 2022,True,Solo Leisure,Economy Class,2022-07-01,4.0,4.0,4.0,4.0,,,3.0,yes
15228,Norwegian,4,3rd July 2022,True,Solo Leisure,Economy Class,2022-07-01,2.0,4.0,,3.0,,,3.0,no
15229,Norwegian,1,4th June 2022,True,Couple Leisure,Economy Class,2022-06-01,2.0,1.0,,1.0,,,1.0,no
15230,Norwegian,1,4th June 2022,True,Family Leisure,Economy Class,2021-07-01,,,,,,,1.0,no
15231,Norwegian,1,15th April 2022,True,Solo Leisure,Economy Class,2022-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15232,Norwegian,1,31st March 2022,True,Couple Leisure,Economy Class,2021-09-01,,,,,,,2.0,no
15233,Norwegian,3,23rd February 2022,True,Business,Economy Class,2021-10-01,2.0,2.0,,1.0,,,2.0,no
15234,Norwegian,1,3rd February 2022,True,Solo Leisure,Economy Class,2021-09-01,,,,,,,1.0,no
15235,Norwegian,9,5th January 2022,True,Family Leisure,Economy Class,2021-12-01,4.0,3.0,4.0,5.0,,,5.0,yes
15236,Norwegian,1,29th November 2021,False,Couple Leisure,Economy Class,2020-12-01,1.0,1.0,,1.0,,,1.0,no
15237,Norwegian,9,1st September 2021,True,Solo Leisure,Economy Class,2021-08-01,4.0,4.0,4.0,5.0,,4.0,5.0,yes
15238,Norwegian,1,24th March 2021,False,Couple Leisure,Economy Class,2020-04-01,1.0,1.0,,1.0,,,1.0,no
15239,Norwegian,1,20th January 2021,True,Couple Leisure,Economy Class,2020-05-01,1.0,1.0,,1.0,,,1.0,no
15240,Norwegian,1,9th November 2020,True,Business,Economy Class,2020-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
15241,Norwegian,2,6th October 2020,False,Family Leisure,Economy Class,2020-05-01,,,1.0,,,,1.0,no
15242,Norwegian,1,9th September 2020,True,Couple Leisure,Economy Class,2020-05-01,,,,,,,1.0,no
15243,Norwegian,1,15th August 2020,True,Couple Leisure,Economy Class,2020-03-01,,,,,,,1.0,no
15244,Norwegian,1,10th August 2020,False,Couple Leisure,Economy Class,2020-08-01,,,,,,,5.0,yes
15245,Norwegian,1,5th August 2020,True,Couple Leisure,Economy Class,2019-12-01,,,,,,,1.0,no
15246,Norwegian,1,27th July 2020,False,Family Leisure,Economy Class,2020-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15247,Norwegian,1,19th May 2020,True,Solo Leisure,Premium Economy,2020-03-01,,,,,,,1.0,no
15248,Norwegian,1,6th May 2020,True,Solo Leisure,Economy Class,2020-03-01,,,,,,,1.0,no
15249,Norwegian,1,30th April 2020,True,Solo Leisure,Economy Class,2020-04-01,,,,,,,1.0,no
15250,Norwegian,1,25th April 2020,True,Couple Leisure,Economy Class,2020-04-01,,,,,,,1.0,no
15251,Norwegian,1,17th April 2020,True,Solo Leisure,Economy Class,2020-04-01,,,,,,,1.0,no
15252,Norwegian,1,23rd March 2020,True,Couple Leisure,Premium Economy,2019-10-01,4.0,4.0,4.0,3.0,4.0,3.0,1.0,no
15253,Norwegian,8,19th March 2020,True,Family Leisure,Economy Class,2020-03-01,4.0,5.0,4.0,4.0,,2.0,5.0,yes
15254,Norwegian,2,12th March 2020,False,Solo Leisure,Economy Class,2020-03-01,,,,,,,1.0,no
15255,Norwegian,1,9th March 2020,True,Business,Economy Class,2020-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15256,Norwegian,6,1st March 2020,False,Solo Leisure,Economy Class,2020-02-01,1.0,3.0,2.0,4.0,,,3.0,yes
15257,Norwegian,1,24th February 2020,False,Couple Leisure,Economy Class,2020-02-01,1.0,1.0,,1.0,,,1.0,no
15258,Norwegian,1,23rd February 2020,False,Solo Leisure,Economy Class,2020-02-01,2.0,2.0,,1.0,,1.0,1.0,no
15259,Norwegian,9,23rd February 2020,False,Couple Leisure,Economy Class,2019-10-01,5.0,4.0,,3.0,,,5.0,yes
15260,Norwegian,1,21st February 2020,True,Solo Leisure,Economy Class,2020-02-01,1.0,2.0,1.0,1.0,3.0,,1.0,no
15261,Norwegian,9,18th February 2020,True,Family Leisure,Economy Class,2020-02-01,4.0,5.0,3.0,5.0,5.0,5.0,5.0,yes
15262,Norwegian,1,18th February 2020,True,Solo Leisure,Economy Class,2020-02-01,3.0,2.0,,2.0,,,3.0,no
15263,Norwegian,6,13th February 2020,True,Solo Leisure,Economy Class,2020-02-01,2.0,3.0,,3.0,2.0,1.0,3.0,yes
15264,Norwegian,1,5th February 2020,True,Solo Leisure,Economy Class,2020-02-01,3.0,2.0,,1.0,3.0,,2.0,no
15265,Norwegian,2,5th February 2020,False,Couple Leisure,Economy Class,2019-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15266,Norwegian,1,28th January 2020,True,Family Leisure,Economy Class,2019-12-01,1.0,1.0,,1.0,4.0,,1.0,no
15267,Norwegian,1,23rd January 2020,False,Couple Leisure,Premium Economy,2020-01-01,5.0,5.0,5.0,5.0,4.0,3.0,5.0,yes
15268,Norwegian,3,23rd January 2020,True,Family Leisure,Economy Class,2020-01-01,3.0,4.0,2.0,3.0,2.0,4.0,4.0,no
15269,Norwegian,9,18th January 2020,True,Business,Premium Economy,2020-01-01,4.0,5.0,5.0,3.0,3.0,5.0,5.0,yes
15270,Norwegian,1,16th January 2020,True,Couple Leisure,Premium Economy,2019-09-01,2.0,3.0,1.0,1.0,,,1.0,no
15271,Norwegian,1,8th January 2020,True,Family Leisure,Economy Class,2019-12-01,1.0,1.0,1.0,1.0,,,1.0,no
15272,Norwegian,3,1st January 2020,True,Solo Leisure,Premium Economy,2019-12-01,3.0,3.0,,1.0,,,2.0,no
15273,Norwegian,3,31st December 2019,True,Family Leisure,Economy Class,2019-12-01,4.0,1.0,2.0,1.0,3.0,1.0,3.0,yes
15274,Norwegian,7,23rd December 2019,True,Solo Leisure,Premium Economy,2019-12-01,5.0,3.0,3.0,3.0,1.0,4.0,5.0,yes
15275,Norwegian,1,22nd December 2019,True,Couple Leisure,First Class,2019-11-01,5.0,5.0,4.0,5.0,4.0,4.0,5.0,yes
15276,Norwegian,1,22nd December 2019,True,Couple Leisure,Economy Class,2019-12-01,2.0,1.0,,1.0,,,1.0,no
15277,Norwegian,1,21st December 2019,True,Business,Economy Class,2019-12-01,3.0,1.0,2.0,1.0,3.0,3.0,1.0,no
15278,Norwegian,1,20th December 2019,True,Solo Leisure,Economy Class,2019-12-01,1.0,1.0,,1.0,,,1.0,no
15279,Norwegian,1,20th December 2019,True,Couple Leisure,Economy Class,2019-12-01,4.0,3.0,1.0,3.0,,,2.0,no
15280,Norwegian,1,20th December 2019,True,Solo Leisure,Economy Class,2019-12-01,1.0,1.0,,1.0,,,1.0,no
15281,Norwegian,1,19th December 2019,True,Couple Leisure,Economy Class,2019-10-01,,,,1.0,,,1.0,no
15282,Norwegian,2,19th December 2019,True,Family Leisure,Economy Class,2019-11-01,1.0,4.0,1.0,1.0,,,1.0,no
15283,Norwegian,1,13th December 2019,True,Solo Leisure,Economy Class,2019-12-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15284,Norwegian,2,11th December 2019,True,Business,Economy Class,2019-12-01,3.0,4.0,,1.0,,,3.0,yes
15285,Norwegian,1,4th December 2019,True,Family Leisure,Economy Class,2019-11-01,1.0,1.0,1.0,1.0,1.0,,1.0,no
15286,Norwegian,1,3rd December 2019,True,Couple Leisure,Economy Class,2019-12-01,,,,1.0,,,1.0,no
15287,Norwegian,1,29th November 2019,True,Solo Leisure,Economy Class,2019-10-01,3.0,4.0,2.0,1.0,3.0,3.0,2.0,no
15288,Norwegian,1,29th November 2019,True,Solo Leisure,Economy Class,2019-11-01,4.0,5.0,4.0,5.0,4.0,,5.0,yes
15289,Norwegian,1,27th November 2019,True,Solo Leisure,Economy Class,2019-11-01,5.0,5.0,5.0,5.0,,,5.0,yes
15290,Norwegian,4,27th November 2019,True,Family Leisure,Economy Class,2019-09-01,5.0,1.0,1.0,5.0,5.0,5.0,5.0,yes
15291,Norwegian,9,26th November 2019,True,Solo Leisure,Premium Economy,2019-10-01,4.0,4.0,4.0,4.0,,,4.0,yes
15292,Norwegian,2,26th November 2019,True,Couple Leisure,Economy Class,2019-11-01,3.0,1.0,1.0,3.0,1.0,,3.0,no
15293,Norwegian,3,24th November 2019,True,Couple Leisure,Economy Class,2019-10-01,3.0,3.0,,1.0,2.0,,3.0,no
15294,Norwegian,3,23rd November 2019,True,Solo Leisure,Economy Class,2019-11-01,,,,,,5.0,3.0,no
15295,Norwegian,8,18th November 2019,False,Solo Leisure,Economy Class,2019-08-01,4.0,5.0,,5.0,4.0,4.0,4.0,yes
15296,Norwegian,3,18th November 2019,True,Solo Leisure,Economy Class,2019-11-01,3.0,5.0,1.0,1.0,4.0,,3.0,no
15297,Norwegian,1,16th November 2019,False,Solo Leisure,Economy Class,2019-11-01,2.0,2.0,,1.0,,,1.0,no
15298,Norwegian,1,16th November 2019,True,Solo Leisure,Economy Class,2019-11-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
15299,Norwegian,7,10th November 2019,False,Solo Leisure,Economy Class,2019-11-01,2.0,4.0,,3.0,4.0,2.0,4.0,yes
15300,Norwegian,1,8th November 2019,True,Business,Economy Class,2019-11-01,,,,1.0,,,1.0,no
15301,Norwegian,1,3rd November 2019,True,Couple Leisure,Economy Class,2019-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
15302,Norwegian,1,31st October 2019,True,Solo Leisure,Economy Class,2019-09-01,3.0,2.0,1.0,1.0,3.0,,1.0,no
15303,Norwegian,1,30th October 2019,True,Couple Leisure,Economy Class,2019-10-01,1.0,3.0,1.0,1.0,,4.0,2.0,no
15304,Norwegian,5,26th October 2019,True,Solo Leisure,Economy Class,2019-09-01,1.0,1.0,1.0,2.0,2.0,4.0,3.0,no
15305,Norwegian,1,25th October 2019,True,Family Leisure,Economy Class,2019-10-01,,,,,,,1.0,no
15306,Norwegian,1,24th October 2019,True,Business,Economy Class,2019-09-01,2.0,1.0,,3.0,,,2.0,no
15307,Norwegian,1,24th October 2019,True,Solo Leisure,Economy Class,2019-10-01,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15308,Norwegian,2,21st October 2019,False,Business,Economy Class,2019-10-01,3.0,3.0,2.0,3.0,1.0,1.0,3.0,no
15790,Pegasus Airlines,3,26th July 2023,True,Solo Leisure,Economy Class,2023-07-01,3.0,1.0,1.0,3.0,1.0,1.0,3.0,no
15791,Pegasus Airlines,1,26th June 2023,False,Family Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
15792,Pegasus Airlines,1,24th June 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15793,Pegasus Airlines,2,23rd June 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
15794,Pegasus Airlines,1,27th May 2023,True,Business,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,,,1.0,no
15795,Pegasus Airlines,1,17th May 2023,True,Family Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,1.0,,1.0,no
15796,Pegasus Airlines,1,1st May 2023,False,Solo Leisure,Economy Class,2023-05-01,3.0,3.0,,1.0,,,1.0,no
15797,Pegasus Airlines,6,25th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15798,Pegasus Airlines,1,13th April 2023,False,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15799,Pegasus Airlines,1,22nd March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
15800,Pegasus Airlines,1,24th February 2023,True,Solo Leisure,Economy Class,2022-10-01,1.0,1.0,,1.0,1.0,1.0,1.0,no
15801,Pegasus Airlines,2,21st February 2023,True,Solo Leisure,Economy Class,2022-12-01,3.0,3.0,1.0,2.0,1.0,1.0,2.0,no
15802,Pegasus Airlines,1,9th February 2023,True,Solo Leisure,Economy Class,2023-02-01,4.0,4.0,,5.0,,,5.0,yes
15803,Pegasus Airlines,1,7th February 2023,False,Family Leisure,Economy Class,2023-02-01,1.0,1.0,,1.0,,,1.0,no
15804,Pegasus Airlines,1,5th February 2023,True,Family Leisure,Economy Class,2023-02-01,2.0,2.0,,1.0,,,1.0,no
15805,Pegasus Airlines,3,17th January 2023,True,Solo Leisure,Economy Class,2023-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15806,Pegasus Airlines,1,12th January 2023,True,Solo Leisure,Economy Class,2022-11-01,2.0,4.0,,1.0,,,1.0,no
15807,Pegasus Airlines,1,10th January 2023,True,Couple Leisure,Economy Class,2023-01-01,1.0,1.0,,3.0,1.0,1.0,1.0,no
15808,Pegasus Airlines,1,5th January 2023,False,Couple Leisure,Economy Class,2023-01-01,1.0,1.0,,1.0,,,2.0,no
15809,Pegasus Airlines,1,4th January 2023,True,Solo Leisure,Economy Class,2023-01-01,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
15810,Pegasus Airlines,3,3rd January 2023,False,Business,Economy Class,2023-01-01,1.0,3.0,1.0,3.0,1.0,1.0,1.0,no
15811,Pegasus Airlines,4,3rd January 2023,True,Solo Leisure,Economy Class,2022-12-01,3.0,3.0,3.0,3.0,,,4.0,yes
15812,Pegasus Airlines,9,31st December 2022,True,Couple Leisure,Economy Class,2022-12-01,2.0,5.0,4.0,3.0,3.0,,5.0,yes
15813,Pegasus Airlines,1,8th December 2022,True,Family Leisure,Economy Class,2022-12-01,,,,1.0,,,3.0,no
15814,Pegasus Airlines,1,5th December 2022,True,Business,Economy Class,2022-09-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15815,Pegasus Airlines,1,4th December 2022,False,Couple Leisure,Economy Class,2022-12-01,1.0,1.0,,2.0,,,1.0,no
15816,Pegasus Airlines,4,22nd November 2022,False,Family Leisure,Economy Class,2022-10-01,1.0,5.0,2.0,3.0,,,5.0,no
15817,Pegasus Airlines,1,15th November 2022,True,Solo Leisure,Economy Class,2022-11-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15818,Pegasus Airlines,1,12th October 2022,False,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15819,Pegasus Airlines,1,7th October 2022,True,Couple Leisure,Economy Class,2022-10-01,5.0,5.0,3.0,5.0,,,5.0,yes
15820,Pegasus Airlines,9,27th September 2022,True,Couple Leisure,Economy Class,2022-09-01,4.0,5.0,,5.0,,,5.0,yes
15821,Pegasus Airlines,1,11th September 2022,True,Couple Leisure,Economy Class,2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15822,Pegasus Airlines,1,1st July 2022,False,Family Leisure,Economy Class,2022-05-01,2.0,1.0,1.0,1.0,1.0,1.0,3.0,no
15823,Pegasus Airlines,7,17th June 2022,True,Business,Economy Class,2022-06-01,3.0,4.0,3.0,4.0,,,3.0,yes
15824,Pegasus Airlines,1,30th May 2022,False,Couple Leisure,Economy Class,2022-05-01,1.0,1.0,,1.0,,,1.0,no
15825,Pegasus Airlines,1,16th May 2022,True,Couple Leisure,Economy Class,2022-05-01,3.0,5.0,4.0,1.0,,,1.0,no
15826,Pegasus Airlines,1,12th May 2022,True,Family Leisure,Economy Class,2022-03-01,,,,,,,1.0,no
15827,Pegasus Airlines,1,16th April 2022,True,Solo Leisure,Economy Class,2022-02-01,,,,,,,1.0,no
15828,Pegasus Airlines,1,15th March 2022,True,Solo Leisure,Economy Class,2022-03-01,1.0,1.0,,1.0,,,1.0,no
15829,Pegasus Airlines,1,6th March 2022,True,Business,Economy Class,2022-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15830,Pegasus Airlines,2,5th March 2022,True,Business,Economy Class,2022-03-01,2.0,2.0,,1.0,,,3.0,no
15831,Pegasus Airlines,2,22nd February 2022,True,Family Leisure,Economy Class,2022-02-01,2.0,2.0,2.0,1.0,1.0,1.0,2.0,no
15832,Pegasus Airlines,5,5th February 2022,True,Solo Leisure,Economy Class,2022-02-01,3.0,3.0,,4.0,,,3.0,yes
15833,Pegasus Airlines,1,15th January 2022,True,Solo Leisure,Economy Class,2022-01-01,5.0,5.0,5.0,5.0,5.0,,5.0,yes
15834,Pegasus Airlines,1,9th January 2022,True,Family Leisure,Economy Class,2022-01-01,,,,1.0,,,1.0,no
15835,Pegasus Airlines,1,6th January 2022,False,Family Leisure,Economy Class,2021-12-01,1.0,2.0,1.0,1.0,2.0,1.0,1.0,no
15836,Pegasus Airlines,1,23rd December 2021,False,Solo Leisure,Economy Class,2021-12-01,2.0,1.0,,1.0,,,1.0,no
15837,Pegasus Airlines,1,16th December 2021,True,Couple Leisure,Economy Class,2021-12-01,2.0,2.0,,1.0,,,1.0,no
15838,Pegasus Airlines,1,23rd November 2021,False,Solo Leisure,Economy Class,2021-11-01,1.0,1.0,,1.0,,,1.0,no
15839,Pegasus Airlines,1,9th November 2021,True,Solo Leisure,Economy Class,2021-11-01,5.0,4.0,2.0,2.0,1.0,2.0,1.0,no
15840,Pegasus Airlines,1,8th November 2021,True,Solo Leisure,Economy Class,2021-11-01,1.0,1.0,,1.0,1.0,1.0,2.0,no
15841,Pegasus Airlines,1,7th November 2021,True,Family Leisure,Economy Class,2021-11-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15842,Pegasus Airlines,3,4th October 2021,True,Family Leisure,Economy Class,2021-10-01,2.0,3.0,3.0,1.0,,,2.0,no
15843,Pegasus Airlines,8,29th September 2021,True,Couple Leisure,Economy Class,2021-09-01,3.0,4.0,4.0,5.0,,,5.0,yes
15844,Pegasus Airlines,1,26th September 2021,False,Solo Leisure,Economy Class,2021-07-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
15845,Pegasus Airlines,1,22nd September 2021,True,Couple Leisure,Economy Class,2021-09-01,4.0,5.0,4.0,5.0,,,5.0,yes
15846,Pegasus Airlines,1,18th September 2021,True,Solo Leisure,Economy Class,2021-09-01,,,,1.0,,,2.0,no
15847,Pegasus Airlines,1,7th September 2021,True,Couple Leisure,Economy Class,2021-08-01,2.0,1.0,1.0,1.0,,,1.0,no
15848,Pegasus Airlines,1,13th August 2021,True,Solo Leisure,Economy Class,2021-08-01,2.0,1.0,,1.0,,,3.0,no
15849,Pegasus Airlines,3,19th July 2021,True,Solo Leisure,Economy Class,2021-03-01,2.0,3.0,2.0,2.0,,,3.0,no
15850,Pegasus Airlines,2,7th July 2021,True,Family Leisure,Economy Class,2021-07-01,1.0,1.0,,1.0,,,1.0,no
15851,Pegasus Airlines,1,9th May 2021,True,Solo Leisure,Economy Class,2021-05-01,,,,1.0,,,3.0,no
15852,Pegasus Airlines,1,16th April 2021,False,Solo Leisure,Economy Class,2021-04-01,1.0,2.0,,2.0,,,2.0,no
15853,Pegasus Airlines,1,5th April 2021,True,Couple Leisure,Economy Class,2021-04-01,,,,1.0,,,1.0,no
15854,Pegasus Airlines,1,27th March 2021,True,Family Leisure,Economy Class,2021-03-01,,,,1.0,,,1.0,no
15855,Pegasus Airlines,1,25th March 2021,False,Solo Leisure,Economy Class,2020-10-01,2.0,2.0,,1.0,,,1.0,no
15856,Pegasus Airlines,1,25th February 2021,True,Couple Leisure,Economy Class,2021-02-01,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no
15857,Pegasus Airlines,1,22nd February 2021,True,Solo Leisure,Economy Class,2021-02-01,1.0,1.0,1.0,1.0,1.0,,1.0,no
15858,Pegasus Airlines,1,14th December 2020,True,Family Leisure,Economy Class,2020-11-01,,,,,,,3.0,no
15859,Pegasus Airlines,1,11th September 2020,False,Family Leisure,Economy Class,2020-09-01,2.0,1.0,1.0,3.0,1.0,1.0,1.0,no
15860,Pegasus Airlines,5,3rd September 2020,False,Family Leisure,Economy Class,2020-09-01,1.0,3.0,,3.0,,,3.0,no
15861,Pegasus Airlines,4,1st August 2020,True,Business,Economy Class,2020-08-01,3.0,3.0,1.0,2.0,1.0,1.0,1.0,no
15862,Pegasus Airlines,1,9th July 2020,False,Family Leisure,Economy Class,2019-08-01,,,,,,,1.0,no
15863,Pegasus Airlines,1,26th May 2020,True,Business,Economy Class,2020-03-01,,,,1.0,,,1.0,no
15864,Pegasus Airlines,1,6th May 2020,False,Family Leisure,Economy Class,2020-04-01,,,,,,,1.0,no
15865,Pegasus Airlines,4,21st March 2020,True,Solo Leisure,Economy Class,2019-12-01,5.0,4.0,4.0,3.0,,,4.0,yes
15866,Pegasus Airlines,1,11th March 2020,True,Family Leisure,Economy Class,2020-03-01,,,,,,,1.0,no
15867,Pegasus Airlines,2,9th March 2020,False,Solo Leisure,Economy Class,2020-02-01,1.0,4.0,2.0,2.0,1.0,1.0,3.0,no
15868,Pegasus Airlines,1,23rd January 2020,False,Solo Leisure,Premium Economy,2019-12-01,1.0,1.0,1.0,1.0,1.0,,1.0,no
15869,Pegasus Airlines,2,13th January 2020,True,Family Leisure,Economy Class,2019-12-01,1.0,1.0,,1.0,,,1.0,no
15870,Pegasus Airlines,1,10th January 2020,True,Couple Leisure,Economy Class,2020-01-01,,,,1.0,,,1.0,no
15871,Pegasus Airlines,1,21st December 2019,True,Family Leisure,Economy Class,2019-12-01,1.0,1.0,1.0,1.0,,,1.0,no
15872,Pegasus Airlines,1,16th December 2019,True,Family Leisure,Economy Class,2019-12-01,1.0,,,1.0,,,1.0,no
15873,Pegasus Airlines,1,7th December 2019,True,Couple Leisure,Economy Class,2019-12-01,1.0,1.0,,1.0,,,1.0,no
15874,Pegasus Airlines,1,21st November 2019,True,Solo Leisure,Economy Class,2019-11-01,1.0,1.0,,2.0,,,2.0,no
15875,Pegasus Airlines,1,7th November 2019,False,Solo Leisure,Economy Class,2019-10-01,5.0,5.0,5.0,5.0,,,5.0,yes
15876,Pegasus Airlines,1,5th November 2019,True,Business,Economy Class,2019-11-01,5.0,5.0,5.0,5.0,,,5.0,yes
15877,Pegasus Airlines,2,20th October 2019,True,Solo Leisure,Economy Class,2019-10-01,1.0,3.0,,3.0,1.0,1.0,3.0,no
15878,Pegasus Airlines,1,19th October 2019,True,Family Leisure,Economy Class,2019-08-01,2.0,5.0,4.0,1.0,1.0,1.0,1.0,no
15879,Pegasus Airlines,1,15th October 2019,True,Family Leisure,Economy Class,2019-08-01,2.0,3.0,2.0,1.0,,,1.0,no
15880,Pegasus Airlines,1,13th October 2019,True,Family Leisure,Economy Class,2019-10-01,1.0,3.0,3.0,1.0,1.0,3.0,1.0,no
15881,Pegasus Airlines,9,30th September 2019,False,Couple Leisure,Economy Class,2019-09-01,4.0,5.0,5.0,5.0,,,5.0,yes
15882,Pegasus Airlines,1,17th September 2019,True,Family Leisure,Economy Class,2019-09-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15883,Pegasus Airlines,1,29th August 2019,True,Couple Leisure,Economy Class,2019-08-01,2.0,1.0,1.0,1.0,,,1.0,no
15884,Pegasus Airlines,1,19th August 2019,False,Family Leisure,Economy Class,2019-08-01,2.0,3.0,3.0,1.0,1.0,2.0,2.0,no
15885,Pegasus Airlines,1,2nd August 2019,True,Solo Leisure,Economy Class,2019-07-01,1.0,1.0,,1.0,,,1.0,no
15886,Pegasus Airlines,1,1st July 2019,True,Family Leisure,Economy Class,2019-06-01,1.0,1.0,,1.0,,,1.0,no
15887,Pegasus Airlines,1,24th June 2019,True,Couple Leisure,Economy Class,2019-06-01,,,,1.0,,,1.0,no
15888,Pegasus Airlines,1,23rd June 2019,False,Family Leisure,Economy Class,2019-06-01,1.0,5.0,1.0,1.0,1.0,1.0,5.0,no
15889,Pegasus Airlines,3,10th June 2019,False,Couple Leisure,Economy Class,2019-06-01,2.0,3.0,1.0,3.0,1.0,1.0,2.0,no
17248,Ryanair,1,26th July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,2.0,,1.0,,,2.0,no
17249,Ryanair,3,23rd July 2023,True,Couple Leisure,Economy Class,2023-07-01,2.0,1.0,,2.0,,,3.0,no
17250,Ryanair,1,22nd July 2023,True,Couple Leisure,Economy Class,2023-07-01,,,,1.0,,1.0,1.0,no
17251,Ryanair,2,19th July 2023,True,Couple Leisure,Economy Class,2022-10-01,3.0,3.0,1.0,1.0,1.0,1.0,4.0,no
17252,Ryanair,1,17th July 2023,False,Business,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
17253,Ryanair,1,17th July 2023,True,Business,Economy Class,2023-07-01,1.0,1.0,,1.0,,,3.0,no
17254,Ryanair,8,13th July 2023,False,Solo Leisure,Economy Class,2023-05-01,3.0,5.0,,4.0,,,5.0,yes
17255,Ryanair,1,10th July 2023,False,Family Leisure,Economy Class,2023-07-01,,,,1.0,,,1.0,no
17256,Ryanair,1,8th July 2023,False,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,,,1.0,no
17257,Ryanair,1,6th July 2023,True,Couple Leisure,Economy Class,2023-07-01,3.0,5.0,,3.0,,,4.0,yes
17258,Ryanair,1,5th July 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,1.0,1.0,1.0,no
17259,Ryanair,1,4th July 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
17260,Ryanair,4,2nd July 2023,True,Couple Leisure,Economy Class,2023-07-01,3.0,3.0,,1.0,,,1.0,no
17261,Ryanair,9,28th June 2023,True,Solo Leisure,Economy Class,2023-06-01,2.0,5.0,5.0,5.0,,,4.0,yes
17262,Ryanair,9,26th June 2023,True,Solo Leisure,Economy Class,2023-06-01,3.0,5.0,5.0,5.0,,,5.0,yes
17263,Ryanair,1,25th June 2023,True,Couple Leisure,Economy Class,2023-06-01,,,,,,,1.0,no
17264,Ryanair,7,24th June 2023,True,Couple Leisure,Economy Class,2023-06-01,3.0,3.0,,2.0,,,4.0,yes
17265,Ryanair,1,24th June 2023,True,Family Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17266,Ryanair,1,19th June 2023,False,Family Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17267,Ryanair,1,17th June 2023,True,Family Leisure,Premium Economy,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17268,Ryanair,1,14th June 2023,True,Business,Economy Class,2023-06-01,,,,1.0,,,1.0,no
17269,Ryanair,1,13th June 2023,False,Couple Leisure,Economy Class,2023-02-01,2.0,2.0,1.0,2.0,3.0,1.0,1.0,no
17270,Ryanair,1,3rd June 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,3.0,,1.0,,,1.0,no
17271,Ryanair,7,2nd June 2023,True,Solo Leisure,Economy Class,2023-05-01,3.0,4.0,,2.0,,,3.0,yes
17272,Ryanair,1,1st June 2023,True,Family Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17273,Ryanair,1,28th May 2023,True,Family Leisure,Economy Class,2023-05-01,3.0,5.0,3.0,1.0,,,1.0,no
17274,Ryanair,5,27th May 2023,True,Couple Leisure,Economy Class,2023-05-01,3.0,3.0,2.0,2.0,,,5.0,yes
17275,Ryanair,8,26th May 2023,True,Solo Leisure,Economy Class,2023-03-01,3.0,4.0,3.0,4.0,,,5.0,yes
